sport_level,location_type,licensee,tier_1_wagers,tier_1_handle,tier_2_wagers,tier_2_handle,month,numerical_month,year,detail_type,baseball,basketball,boxing_mma,football,golf,hockey,soccer,tennis,parlay,other_sport,motor_race_event,motor_race_parlay,other_event,other_event_parlay,total_wagers,total_handle
Motor Race,Total,"Casino Queen, Inc.",1666,9180.25,3,125,January,1,2021,Handle Details,79891.86,92958232.54,3577192.9,69477290.36,2084146.7,7633023.08,12745303.15,4477072.15,47246158.97,3908592.14,9305.25,0,0,0,1669,9305.25
Motor Race,Total,Elgin Riverboat Resort,21,152,0,0,January,1,2021,Wager Details,58,31521,1013,24852,460,3605,2758,151,0,85,21,0,0,0,21,152
Motor Race,Total,Elgin Riverboat Resort,21,152,0,0,January,1,2021,Handle Details,1758.04,4208715,51786.42,4534645.17,34522.27,230432.24,184559.04,22994.42,0,1413.4,152,0,0,0,21,152
Motor Race,Total,"Hawthorne Race Course, Inc.",51,712.9,0,0,January,1,2021,Wager Details,444,211801,10019,145941,11407,28567,29255,6645,176869,61104,51,0,0,0,51,712.9
Motor Race,Total,"Hawthorne Race Course, Inc.",51,712.9,0,0,January,1,2021,Handle Details,17245.36,17841027.23,397945.63,8863837.4,255984.97,1644843.74,2806063.45,1116016.6,6185831.12,1461582.08,712.9,0,0,0,51,712.9
Motor Race,Total,"HC Aurora, LLC",3,25,0,0,January,1,2021,Wager Details,57,1199,55,603,28,162,38,2,170,0,3,0,0,0,3,25
Motor Race,Total,"HC Aurora, LLC",3,25,0,0,January,1,2021,Handle Details,1164.76,167107.09,2500,60176.5,1662,5993.4,2795,95,18587.04,0,25,0,0,0,3,25
Motor Race,Total,"HC Joliet, LLC",2,40,0,0,January,1,2021,Wager Details,6,1497,50,715,40,217,395,0,265,1,2,0,0,0,2,40
Motor Race,Total,"HC Joliet, LLC",2,40,0,0,January,1,2021,Handle Details,185,171501.19,3336.06,74290.07,1133.5,23608.86,21355.21,0,13587.05,10,40,0,0,0,2,40
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",96,619.8,0,0,January,1,2021,Wager Details,1114,895934,36580,657271,32708,129720,181093,41483,196691,1558,96,0,0,0,96,619.8
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",96,619.8,0,0,January,1,2021,Handle Details,53017.82,53211728.02,1513185.01,35596522.12,582419.81,4210607.01,8215505.44,3673253.13,5585911.22,95087.44,619.8,0,0,0,96,619.8
Motor Race,Total,Par-A-Dice Gaming Corporation,378,2483.51,0,0,January,1,2021,Wager Details,1625,1367160,93998,1212530,53573,145858,127851,47502,3750038,56120,378,0,0,0,378,2483.51
Motor Race,Total,Par-A-Dice Gaming Corporation,378,2483.51,0,0,January,1,2021,Handle Details,38305.45,61021176.83,2333781.38,40488848.67,1019774.24,4136316.58,6062187.25,4272902.37,50076683.88,4028472.41,2483.51,0,0,0,378,2483.51
Other Event,In-Person Wagering,"Alton Casino, LLC",0,0,0,0,January,1,2021,Wager Details,12,3446,99,1178,207,596,80,2,971,0,6,0,0,0,0,0
Other Event,In-Person Wagering,"Alton Casino, LLC",0,0,0,0,January,1,2021,Handle Details,786.5,516410.28,5597.55,121715.15,3584.89,17476.78,5416.14,291.07,35756.8,0,45,0,0,0,0,0
Other Event,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,January,1,2021,Wager Details,33,4819,105,1595,108,836,328,4,1617,0,6,0,0,0,0,0
Other Event,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,January,1,2021,Handle Details,1245.71,367339.58,9762.61,142046.3,3849.15,61571.86,35097.53,561,35873.15,0,19,0,0,0,0,0
Other Event,In-Person Wagering,Elgin Riverboat Resort,0,0,0,0,January,1,2021,Wager Details,6,618,40,617,24,131,22,0,0,0,3,0,0,0,0,0
Other Event,In-Person Wagering,Elgin Riverboat Resort,0,0,0,0,January,1,2021,Handle Details,150,146800.65,2720,186075.6,1360,11091.75,5529,0,0,0,55,0,0,0,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,January,1,2021,Wager Details,1,1811,65,636,0,212,0,0,247,0,0,0,0,0,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,January,1,2021,Handle Details,125,90054.05,3221,35563.5,0,10381.4,0,0,12312,0,0,0,0,0,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,January,1,2021,Wager Details,57,1199,55,603,28,162,38,2,170,0,3,0,0,0,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,January,1,2021,Handle Details,1164.76,167107.09,2500,60176.5,1662,5993.4,2795,95,18587.04,0,25,0,0,0,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,January,1,2021,Wager Details,6,1497,50,715,40,217,395,0,265,1,2,0,0,0,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,January,1,2021,Handle Details,185,171501.19,3336.06,74290.07,1133.5,23608.86,21355.21,0,13587.05,10,40,0,0,0,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,January,1,2021,Wager Details,40,8974,290,2880,118,1167,1790,36,2164,6,3,0,0,0,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,January,1,2021,Handle Details,2460,2171542.32,65075.17,957557.1,3452.27,113943.64,217737.77,4506.57,209960.42,760,30,0,0,0,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,January,1,2021,Wager Details,2,356,21,359,1,55,1,0,1185,0,0,0,0,0,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,January,1,2021,Handle Details,110,36397,799,63257.25,10,3722,40,0,30436.02,0,0,0,0,0,0,0
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,January,1,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,January,1,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,January,1,2021,Wager Details,2766,1961656,134743,2223140,120223,236870,251716,75762,2602498,197247,1663,0,0,0,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,January,1,2021,Handle Details,78646.15,92590892.96,3567430.29,69335244.06,2080297.55,7571451.22,12710205.62,4476511.15,47210285.82,3908592.14,9286.25,0,0,0,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,January,1,2021,Wager Details,52,30903,973,24235,436,3474,2736,151,0,85,18,0,0,0,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,January,1,2021,Handle Details,1608.04,4061914.35,49066.42,4348569.57,33162.27,219340.49,179030.04,22994.42,0,1413.4,97,0,0,0,0,0
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,January,1,2021,Wager Details,443,209990,9954,145305,11407,28355,29255,6645,176622,61104,51,0,0,0,0,0
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,January,1,2021,Handle Details,17120.36,17750973.18,394724.63,8828273.9,255984.97,1634462.34,2806063.45,1116016.6,6173519.12,1461582.08,712.9,0,0,0,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,January,1,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,January,1,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"HC Joliet, LLC",0,0,0,0,January,1,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"HC Joliet, LLC",0,0,0,0,January,1,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,January,1,2021,Wager Details,1074,886960,36290,654391,32590,128553,179303,41447,194527,1552,93,0,0,0,0,0
Other Event,Online Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,January,1,2021,Handle Details,50557.82,51040185.7,1448109.84,34638965.02,578967.54,4096663.37,7997767.67,3668746.56,5375950.8,94327.44,589.8,0,0,0,0,0
Other Event,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,January,1,2021,Wager Details,1623,1366804,93977,1212171,53572,145803,127850,47502,3748853,56120,378,0,0,0,0,0
Other Event,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,January,1,2021,Handle Details,38195.45,60984779.83,2332982.38,40425591.42,1019764.24,4132594.58,6062147.25,4272902.37,50046247.86,4028472.41,2483.51,0,0,0,0,0
Other Event,Total,"Alton Casino, LLC",0,0,0,0,January,1,2021,Wager Details,12,3446,99,1178,207,596,80,2,971,0,6,0,0,0,0,0
Other Event,Total,"Alton Casino, LLC",0,0,0,0,January,1,2021,Handle Details,786.5,516410.28,5597.55,121715.15,3584.89,17476.78,5416.14,291.07,35756.8,0,45,0,0,0,0,0
Other Event,Total,"Casino Queen, Inc.",0,0,0,0,January,1,2021,Wager Details,2799,1966475,134848,2224735,120331,237706,252044,75766,2604115,197247,1669,0,0,0,0,0
Other Event,Total,"Casino Queen, Inc.",0,0,0,0,January,1,2021,Handle Details,79891.86,92958232.54,3577192.9,69477290.36,2084146.7,7633023.08,12745303.15,4477072.15,47246158.97,3908592.14,9305.25,0,0,0,0,0
Other Event,Total,Elgin Riverboat Resort,0,0,0,0,January,1,2021,Wager Details,58,31521,1013,24852,460,3605,2758,151,0,85,21,0,0,0,0,0
Other Event,Total,Elgin Riverboat Resort,0,0,0,0,January,1,2021,Handle Details,1758.04,4208715,51786.42,4534645.17,34522.27,230432.24,184559.04,22994.42,0,1413.4,152,0,0,0,0,0
Other Event,Total,"Hawthorne Race Course, Inc.",0,0,0,0,January,1,2021,Wager Details,444,211801,10019,145941,11407,28567,29255,6645,176869,61104,51,0,0,0,0,0
Other Event,Total,"Hawthorne Race Course, Inc.",0,0,0,0,January,1,2021,Handle Details,17245.36,17841027.23,397945.63,8863837.4,255984.97,1644843.74,2806063.45,1116016.6,6185831.12,1461582.08,712.9,0,0,0,0,0
Other Event,Total,"HC Aurora, LLC",0,0,0,0,January,1,2021,Wager Details,57,1199,55,603,28,162,38,2,170,0,3,0,0,0,0,0
Other Event,Total,"HC Aurora, LLC",0,0,0,0,January,1,2021,Handle Details,1164.76,167107.09,2500,60176.5,1662,5993.4,2795,95,18587.04,0,25,0,0,0,0,0
Other Event,Total,"HC Joliet, LLC",0,0,0,0,January,1,2021,Wager Details,6,1497,50,715,40,217,395,0,265,1,2,0,0,0,0,0
Other Event,Total,"HC Joliet, LLC",0,0,0,0,January,1,2021,Handle Details,185,171501.19,3336.06,74290.07,1133.5,23608.86,21355.21,0,13587.05,10,40,0,0,0,0,0
Other Event,Total,"Midwest Gaming & Entertainment, LLC",0,0,0,0,January,1,2021,Wager Details,1114,895934,36580,657271,32708,129720,181093,41483,196691,1558,96,0,0,0,0,0
Other Event,Total,"Midwest Gaming & Entertainment, LLC",0,0,0,0,January,1,2021,Handle Details,53017.82,53211728.02,1513185.01,35596522.12,582419.81,4210607.01,8215505.44,3673253.13,5585911.22,95087.44,619.8,0,0,0,0,0
Other Event,Total,Par-A-Dice Gaming Corporation,0,0,0,0,January,1,2021,Wager Details,1625,1367160,93998,1212530,53573,145858,127851,47502,3750038,56120,378,0,0,0,0,0
Other Event,Total,Par-A-Dice Gaming Corporation,0,0,0,0,January,1,2021,Handle Details,38305.45,61021176.83,2333781.38,40488848.67,1019774.24,4136316.58,6062187.25,4272902.37,50076683.88,4028472.41,2483.51,0,0,0,0,0
Professional,In-Person Wagering,"Alton Casino, LLC",11544,914087.1,8730,899568.53,February,2,2021,Wager Details,200,15709,253,3164,981,1985,404,111,2866,0,414,0,0,0,20274,1813655.63
Professional,In-Person Wagering,"Alton Casino, LLC",11544,914087.1,8730,899568.53,February,2,2021,Handle Details,12749.85,1922076.96,13657.72,332279.08,46033.84,102980.08,65075.25,10188.93,207650.89,0,12060.56,0,0,0,20274,1813655.63
Professional,In-Person Wagering,"Casino Queen, Inc.",21962,1640858.31,13294,496492.86,February,2,2021,Wager Details,128,27437,212,3708,850,3409,915,352,6505,245,0,0,0,0,35256,2137351.17
Professional,In-Person Wagering,"Casino Queen, Inc.",21962,1640858.31,13294,496492.86,February,2,2021,Handle Details,14737.26,2243350.38,44656.58,358313.26,16422.99,210069.49,77003.52,19808.72,224080.35,3559.94,0,0,0,0,35256,2137351.17
Professional,In-Person Wagering,Elgin Riverboat Resort,3994,463123.9,691,48982.45,February,2,2021,Wager Details,56,3633,65,1243,221,428,178,61,0,0,82,0,0,0,4685,512106.35
Professional,In-Person Wagering,Elgin Riverboat Resort,3994,463123.9,691,48982.45,February,2,2021,Handle Details,3238.8,959619.85,3178.5,185605.34,12539.05,46612.1,15688.36,4877,0,0,1963,0,0,0,4685,512106.35
Professional,In-Person Wagering,"Hawthorne Race Course, Inc.",6914,497470.8,22,1602,February,2,2021,Wager Details,1,7360,51,1487,0,1030,0,0,942,0,73,0,0,0,6936,499072.8
Professional,In-Person Wagering,"Hawthorne Race Course, Inc.",6914,497470.8,22,1602,February,2,2021,Handle Details,1761,535124.35,3714,100638.8,0,74707.1,0,0,69645.45,0,2593,0,0,0,6936,499072.8
Professional,In-Person Wagering,"HC Aurora, LLC",6354,461939.49,1807,129175.44,February,2,2021,Wager Details,77,7339,76,1327,143,389,507,67,579,1,82,0,0,0,8161,591114.93
Professional,In-Person Wagering,"HC Aurora, LLC",6354,461939.49,1807,129175.44,February,2,2021,Handle Details,2052.5,600528.58,4385.32,133911.37,6974,17545.61,11951.13,1473.43,38237.33,100,1172.75,0,0,0,8161,591114.93
Professional,In-Person Wagering,"HC Joliet, LLC",5150,378693.23,3679,190137.49,February,2,2021,Wager Details,52,5871,110,1910,450,968,1035,60,1022,2,145,0,0,0,8829,568830.72
Professional,In-Person Wagering,"HC Joliet, LLC",5150,378693.23,3679,190137.49,February,2,2021,Handle Details,2244,484316.35,20721.02,140742.65,27861.9,53688.25,52318.97,8051.32,56703.75,20,3184.81,0,0,0,8829,568830.72
Professional,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",26433,3918969.93,21105,3295154.97,February,2,2021,Wager Details,262,31235,1158,5677,1128,3558,6151,2000,6398,23,237,0,0,0,47538,7214124.9
Professional,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",26433,3918969.93,21105,3295154.97,February,2,2021,Handle Details,44947.51,6187256.07,162099.09,1263283.75,43961.32,435956.5,576334.68,258235.7,536945.02,2112.27,12889.54,0,0,0,47538,7214124.9
Professional,In-Person Wagering,Par-A-Dice Gaming Corporation,3087,237615,378,20328,February,2,2021,Wager Details,17,1052,34,464,18,130,2,8,2505,1,77,0,0,0,3465,257943
Professional,In-Person Wagering,Par-A-Dice Gaming Corporation,3087,237615,378,20328,February,2,2021,Handle Details,1085,271308,7283,40730,2535,14939,600,1081,98993,400,1710,0,0,0,3465,257943
Professional,Online Wagering,"Alton Casino, LLC",0,0,0,0,February,2,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"Alton Casino, LLC",0,0,0,0,February,2,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"Casino Queen, Inc.",1948516,46471306.4,3087370,91985260.78,February,2,2021,Wager Details,8105,2222259,97137,625543,261043,343441,288531,250170,2340951,166994,90986,0,0,0,5035886,138456567.2
Professional,Online Wagering,"Casino Queen, Inc.",1948516,46471306.4,3087370,91985260.78,February,2,2021,Handle Details,174174.81,95898028.3,2294149.59,14750998.86,4469961.49,10585330.48,10633605.45,16651589.97,36739732.34,3484661.41,856569.1,0,0,0,5035886,138456567.2
Professional,Online Wagering,Elgin Riverboat Resort,40963,4361695.13,4225,284639.72,February,2,2021,Wager Details,207,47031,1296,6614,1269,8129,4555,1458,0,3,820,0,0,0,45188,4646334.85
Professional,Online Wagering,Elgin Riverboat Resort,40963,4361695.13,4225,284639.72,February,2,2021,Handle Details,14415.88,6621350.37,131914.48,817098.58,85315.75,679799.6,241634.12,191096.45,0,315,42458.77,0,0,0,45188,4646334.85
Professional,Online Wagering,"Hawthorne Race Course, Inc.",350062,12622110.14,128924,14736284.51,February,2,2021,Wager Details,1044,252968,8402,46440,31329,44463,29342,20021,180250,28144,3582,0,0,0,478986,27358394.65
Professional,Online Wagering,"Hawthorne Race Course, Inc.",350062,12622110.14,128924,14736284.51,February,2,2021,Handle Details,33163.07,20256930.56,289727.41,2131326.8,854642.95,2257001.66,2865628.9,4066852.59,6079978.34,635808.94,39153.14,0,0,0,478986,27358394.65
Professional,Online Wagering,"HC Aurora, LLC",0,0,0,0,February,2,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"HC Aurora, LLC",0,0,0,0,February,2,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"HC Joliet, LLC",0,0,0,0,February,2,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"HC Joliet, LLC",0,0,0,0,February,2,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"Midwest Gaming & Entertainment, LLC",697117,22249307.82,743007,38754335.09,February,2,2021,Wager Details,3365,911564,38450,140528,59151,204879,188361,130380,170674,649,17083,0,0,0,1440124,61003642.91
Professional,Online Wagering,"Midwest Gaming & Entertainment, LLC",697117,22249307.82,743007,38754335.09,February,2,2021,Handle Details,101920.62,51201883.84,1174145.39,5722772.13,1275431.29,5793947.19,7900196.37,9323858.24,4140919.89,32915.4,227584.55,0,0,0,1440124,61003642.91
Professional,Online Wagering,Par-A-Dice Gaming Corporation,4320526,68646086.86,1969253,57423587.33,February,2,2021,Wager Details,2953,1593830,70474,440489,133201,225407,149275,185333,3957908,49450,226283,0,0,0,6289779,126069674.2
Professional,Online Wagering,Par-A-Dice Gaming Corporation,4320526,68646086.86,1969253,57423587.33,February,2,2021,Handle Details,63701.24,69539878.51,1606571.97,8827993.7,2281220.29,6123796.62,6587677.16,14755565.21,45874116.2,2552577.59,220371.28,0,0,0,6289779,126069674.2
Professional,Total,"Alton Casino, LLC",11544,914087.1,8730,899568.53,February,2,2021,Wager Details,200,15709,253,3164,981,1985,404,111,2866,0,414,0,0,0,20274,1813655.63
Professional,Total,"Alton Casino, LLC",11544,914087.1,8730,899568.53,February,2,2021,Handle Details,12749.85,1922076.96,13657.72,332279.08,46033.84,102980.08,65075.25,10188.93,207650.89,0,12060.56,0,0,0,20274,1813655.63
Professional,Total,"Casino Queen, Inc.",1970478,48112164.71,3100664,92481753.64,February,2,2021,Wager Details,8233,2249696,97349,629251,261893,346850,289446,250522,2347456,167239,90986,0,0,0,5071142,140593918.4
Professional,Total,"Casino Queen, Inc.",1970478,48112164.71,3100664,92481753.64,February,2,2021,Handle Details,188912.07,98141378.68,2338806.17,15109312.12,4486384.48,10795399.97,10710608.97,16671398.69,36963812.69,3488221.35,856569.1,0,0,0,5071142,140593918.4
Professional,Total,Elgin Riverboat Resort,44957,4824819.03,4916,333622.17,February,2,2021,Wager Details,263,50664,1361,7857,1490,8557,4733,1519,0,3,902,0,0,0,49873,5158441.2
Professional,Total,Elgin Riverboat Resort,44957,4824819.03,4916,333622.17,February,2,2021,Handle Details,17654.68,7580970.22,135092.98,1002703.92,97854.8,726411.7,257322.48,195973.45,0,315,44421.77,0,0,0,49873,5158441.2
Professional,Total,"Hawthorne Race Course, Inc.",356976,13119580.94,128946,14737886.51,February,2,2021,Wager Details,1045,260328,8453,47927,31329,45493,29342,20021,181192,28144,3655,0,0,0,485922,27857467.45
Professional,Total,"Hawthorne Race Course, Inc.",356976,13119580.94,128946,14737886.51,February,2,2021,Handle Details,34924.07,20792054.91,293441.41,2231965.6,854642.95,2331708.76,2865628.9,4066852.59,6149623.79,635808.94,41746.14,0,0,0,485922,27857467.45
Professional,Total,"HC Aurora, LLC",6354,461939.49,1807,129175.44,February,2,2021,Wager Details,77,7339,76,1327,143,389,507,67,579,1,82,0,0,0,8161,591114.93
Professional,Total,"HC Aurora, LLC",6354,461939.49,1807,129175.44,February,2,2021,Handle Details,2052.5,600528.58,4385.32,133911.37,6974,17545.61,11951.13,1473.43,38237.33,100,1172.75,0,0,0,8161,591114.93
Professional,Total,"HC Joliet, LLC",5150,378693.23,3679,190137.49,February,2,2021,Wager Details,52,5871,110,1910,450,968,1035,60,1022,2,145,0,0,0,8829,568830.72
Professional,Total,"HC Joliet, LLC",5150,378693.23,3679,190137.49,February,2,2021,Handle Details,2244,484316.35,20721.02,140742.65,27861.9,53688.25,52318.97,8051.32,56703.75,20,3184.81,0,0,0,8829,568830.72
Professional,Total,"Midwest Gaming & Entertainment, LLC",723550,26168277.75,764112,42049490.06,February,2,2021,Wager Details,3627,942799,39608,146205,60279,208437,194512,132380,177072,672,17320,0,0,0,1487662,68217767.81
Professional,Total,"Midwest Gaming & Entertainment, LLC",723550,26168277.75,764112,42049490.06,February,2,2021,Handle Details,146868.13,57389139.91,1336244.48,6986055.88,1319392.61,6229903.69,8476531.05,9582093.94,4677864.91,35027.67,240474.09,0,0,0,1487662,68217767.81
Professional,Total,Par-A-Dice Gaming Corporation,4323613,68883701.86,1969631,57443915.33,February,2,2021,Wager Details,2970,1594882,70508,440953,133219,225537,149277,185341,3960413,49451,226360,0,0,0,6293244,126327617.2
Professional,Total,Par-A-Dice Gaming Corporation,4323613,68883701.86,1969631,57443915.33,February,2,2021,Handle Details,64786.24,69811186.51,1613854.97,8868723.7,2283755.29,6138735.62,6588277.16,14756646.21,45973109.2,2552977.59,222081.28,0,0,0,6293244,126327617.2
College,In-Person Wagering,"Alton Casino, LLC",3650,523001.18,1749,376035.79,February,2,2021,Wager Details,200,15709,253,3164,981,1985,404,111,2866,0,414,0,0,0,5399,899036.97
College,In-Person Wagering,"Alton Casino, LLC",3650,523001.18,1749,376035.79,February,2,2021,Handle Details,12749.85,1922076.96,13657.72,332279.08,46033.84,102980.08,65075.25,10188.93,207650.89,0,12060.56,0,0,0,5399,899036.97
College,In-Person Wagering,"Casino Queen, Inc.",6569,798106.18,1936,276545.14,February,2,2021,Wager Details,128,27437,212,3708,850,3409,915,352,6505,245,0,0,0,0,8505,1074651.32
College,In-Person Wagering,"Casino Queen, Inc.",6569,798106.18,1936,276545.14,February,2,2021,Handle Details,14737.26,2243350.38,44656.58,358313.26,16422.99,210069.49,77003.52,19808.72,224080.35,3559.94,0,0,0,0,8505,1074651.32
College,In-Person Wagering,Elgin Riverboat Resort,1200,719252.65,0,0,February,2,2021,Wager Details,56,3633,65,1243,221,428,178,61,0,0,82,0,0,0,1200,719252.65
