sport_level,location_type,licensee,tier_1_wagers,tier_1_handle,tier_2_wagers,tier_2_handle,month,numerical_month,year,total_wager,total_handle
Professional,Total,"Casino Queen, Inc.",2552774,85451333.11,6458369,258612933.7,June,6,2025,9011143,344064266.8
Professional,Total,Elgin Riverboat Resort,202432,15530063.11,284160,21366323.81,June,6,2025,486592,36896386.92
Professional,Total,"Fairmount Park, Inc.",5381990,115986268.7,3559681,169128028.5,June,6,2025,8941671,285114297.1
Professional,Total,FHR-Illinois  LLC,20984,5796810.4,13952,4130821.31,June,6,2025,34936,9927631.71
Professional,Total,"Hawthorne Race Course, Inc.",298827,17644674.94,1104154,59044933.89,June,6,2025,1402981,76689608.83
Professional,Total,"HC Aurora, LLC",100920,5359811.45,433977,20148914.4,June,6,2025,534897,25508725.85
Professional,Total,"HC Joliet, LLC",5865,399289.27,5233,244299.3,June,6,2025,11098,643588.57
Professional,Total,"Midwest Gaming & Entertainment, LLC",237468,20582785.45,512081,37062375.14,June,6,2025,749549,57645160.59
Professional,Total,Northside Crown Gaming LLC,4685,398884.46,3610,247164.65,June,6,2025,8295,646049.11
Professional,Total,Par-A-Dice Gaming Corporation,420377,24155803.12,525514,29566303.39,June,6,2025,945891,53722106.51
Professional,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,June,6,2025,0,0
Professional,Total,"The Rock Island Boatworks, LLC",4992,40797,10207,147716.34,June,6,2025,15199,188513.34
Professional,Total,"WALKER'S BLUFF CASINO RESORT, LLC",171749,6950495.78,886721,31963819.28,June,6,2025,1058470,38914315.06
College,In-Person Wagering,815 Entertainment,3,18.39,19,271.41,June,6,2025,22,289.8
College,In-Person Wagering,"Alton Casino, LLC",55,11076.16,46,1420.01,June,6,2025,101,12496.17
College,In-Person Wagering,"Casino Queen, Inc.",596,25622.66,296,11241.19,June,6,2025,892,36863.85
College,In-Person Wagering,Elgin Riverboat Resort,3,169.7,14,3785.69,June,6,2025,17,3955.39
College,In-Person Wagering,"Fairmount Park, Inc.",25,540,0,0,June,6,2025,25,540
College,In-Person Wagering,FHR-Illinois  LLC,80,2974.9,22,4737,June,6,2025,102,7711.9
College,In-Person Wagering,"Hawthorne Race Course, Inc.",157,5205.66,42,4194.44,June,6,2025,199,9400.1
College,In-Person Wagering,"HC Aurora, LLC",43,107641.18,21,2623.14,June,6,2025,64,110264.32
College,In-Person Wagering,"HC Joliet, LLC",40,778.65,36,1945.38,June,6,2025,76,2724.03
College,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",140,22098.14,50,7068.31,June,6,2025,190,29166.45
College,In-Person Wagering,Northside Crown Gaming LLC,63,6599.7,72,7645.73,June,6,2025,135,14245.43
College,In-Person Wagering,Par-A-Dice Gaming Corporation,8,235,0,0,June,6,2025,8,235
College,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,June,6,2025,0,0
College,In-Person Wagering,"The Rock Island Boatworks, LLC",155,586,18,406,June,6,2025,173,992
College,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,June,6,2025,0,0
College,Online Wagering,815 Entertainment,58,462,193,490.64,June,6,2025,251,952.64
College,Online Wagering,"Alton Casino, LLC",0,0,0,0,June,6,2025,0,0
College,Online Wagering,"Casino Queen, Inc.",18668,1106155.57,24247,2137520.5,June,6,2025,42915,3243676.07
College,Online Wagering,Elgin Riverboat Resort,57,15779.71,259,19351.82,June,6,2025,316,35131.53
College,Online Wagering,"Fairmount Park, Inc.",9856,607387.07,7212,710026.78,June,6,2025,17068,1317413.85
College,Online Wagering,FHR-Illinois  LLC,781,164756.74,174,52104.19,June,6,2025,955,216860.93
College,Online Wagering,"Hawthorne Race Course, Inc.",2998,248353.19,4174,398526.02,June,6,2025,7172,646879.21
College,Online Wagering,"HC Aurora, LLC",978,36244.04,1805,98846.73,June,6,2025,2783,135090.77
College,Online Wagering,"HC Joliet, LLC",0,0,0,0,June,6,2025,0,0
College,Online Wagering,"Midwest Gaming & Entertainment, LLC",2028,138052.24,1725,183392.04,June,6,2025,3753,321444.28
College,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,June,6,2025,0,0
College,Online Wagering,Par-A-Dice Gaming Corporation,2358,250105.86,906,73665.48,June,6,2025,3264,323771.34
College,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,June,6,2025,0,0
College,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,June,6,2025,0,0
College,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",1489,71818.69,3097,249297.59,June,6,2025,4586,321116.28
College,Total,815 Entertainment,61,480.39,212,762.05,June,6,2025,273,1242.44
College,Total,"Alton Casino, LLC",55,11076.16,46,1420.01,June,6,2025,101,12496.17
College,Total,"Casino Queen, Inc.",19264,1131778.23,24543,2148761.69,June,6,2025,43807,3280539.92
College,Total,Elgin Riverboat Resort,60,15949.41,273,23137.51,June,6,2025,333,39086.92
College,Total,"Fairmount Park, Inc.",9881,607927.07,7212,710026.78,June,6,2025,17093,1317953.85
College,Total,FHR-Illinois  LLC,861,167731.64,196,56841.19,June,6,2025,1057,224572.83
College,Total,"Hawthorne Race Course, Inc.",3155,253558.85,4216,402720.46,June,6,2025,7371,656279.31
College,Total,"HC Aurora, LLC",1021,143885.22,1826,101469.87,June,6,2025,2847,245355.09
College,Total,"HC Joliet, LLC",40,778.65,36,1945.38,June,6,2025,76,2724.03
College,Total,"Midwest Gaming & Entertainment, LLC",2168,160150.38,1775,190460.35,June,6,2025,3943,350610.73
College,Total,Northside Crown Gaming LLC,63,6599.7,72,7645.73,June,6,2025,135,14245.43
College,Total,Par-A-Dice Gaming Corporation,2366,250340.86,906,73665.48,June,6,2025,3272,324006.34
College,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,June,6,2025,0,0
College,Total,"The Rock Island Boatworks, LLC",155,586,18,406,June,6,2025,173,992
College,Total,"WALKER'S BLUFF CASINO RESORT, LLC",1489,71818.69,3097,249297.59,June,6,2025,4586,321116.28
Motor Race,In-Person Wagering,815 Entertainment,0,0,73,2799,June,6,2025,73,2799
Motor Race,In-Person Wagering,"Alton Casino, LLC",131,9189,26,1615.1,June,6,2025,157,10804.1
Motor Race,In-Person Wagering,"Casino Queen, Inc.",79,891.37,50,319,June,6,2025,129,1210.37
Motor Race,In-Person Wagering,Elgin Riverboat Resort,34,2022,15,1063.31,June,6,2025,49,3085.31
Motor Race,In-Person Wagering,"Fairmount Park, Inc.",78,866.25,0,0,June,6,2025,78,866.25
Motor Race,In-Person Wagering,FHR-Illinois  LLC,6,420,9,1415,June,6,2025,15,1835
Motor Race,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,82,1210,June,6,2025,82,1210
Motor Race,In-Person Wagering,"HC Aurora, LLC",10,80,2,890.27,June,6,2025,12,970.27
Motor Race,In-Person Wagering,"HC Joliet, LLC",105,1514.97,50,1321.52,June,6,2025,155,2836.49
Motor Race,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",75,3600.07,23,4137.56,June,6,2025,98,7737.63
Motor Race,In-Person Wagering,Northside Crown Gaming LLC,21,511.85,23,225,June,6,2025,44,736.85
Motor Race,In-Person Wagering,Par-A-Dice Gaming Corporation,14,230.25,0,0,June,6,2025,14,230.25
Motor Race,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,June,6,2025,0,0
Motor Race,In-Person Wagering,"The Rock Island Boatworks, LLC",27,192,0,0,June,6,2025,27,192
Motor Race,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,June,6,2025,0,0
Motor Race,Online Wagering,815 Entertainment,33,363.47,932,14589.41,June,6,2025,965,14952.88
Motor Race,Online Wagering,"Alton Casino, LLC",0,0,0,0,June,6,2025,0,0
Motor Race,Online Wagering,"Casino Queen, Inc.",14151,224586.7,8378,115264.13,June,6,2025,22529,339850.83
Motor Race,Online Wagering,Elgin Riverboat Resort,2028,36446.45,1529,30870.96,June,6,2025,3557,67317.41
Motor Race,Online Wagering,"Fairmount Park, Inc.",13981,144152.48,3289,71456.8,June,6,2025,17270,215609.28
Motor Race,Online Wagering,FHR-Illinois  LLC,159,3059.88,120,27240.61,June,6,2025,279,30300.49
Motor Race,Online Wagering,"Hawthorne Race Course, Inc.",0,0,1635,43955.83,June,6,2025,1635,43955.83
Motor Race,Online Wagering,"HC Aurora, LLC",225,11726.58,2567,39198.05,June,6,2025,2792,50924.63
Motor Race,Online Wagering,"HC Joliet, LLC",0,0,0,0,June,6,2025,0,0
Motor Race,Online Wagering,"Midwest Gaming & Entertainment, LLC",2840,50910.45,1160,45420.12,June,6,2025,4000,96330.57
Motor Race,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,June,6,2025,0,0
Motor Race,Online Wagering,Par-A-Dice Gaming Corporation,2162,23665.35,649,17660.98,June,6,2025,2811,41326.33
Motor Race,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,June,6,2025,0,0
Motor Race,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,June,6,2025,0,0
Motor Race,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",2215,43421.29,542,11885.26,June,6,2025,2757,55306.55
Motor Race,Total,815 Entertainment,33,363.47,1005,17388.41,June,6,2025,1038,17751.88
Motor Race,Total,"Alton Casino, LLC",131,9189,26,1615.1,June,6,2025,157,10804.1
Motor Race,Total,"Casino Queen, Inc.",14230,225478.07,8428,115583.13,June,6,2025,22658,341061.2
Motor Race,Total,Elgin Riverboat Resort,2062,38468.45,1544,31934.27,June,6,2025,3606,70402.72
Motor Race,Total,"Fairmount Park, Inc.",14059,145018.73,3289,71456.8,June,6,2025,17348,216475.53
Motor Race,Total,FHR-Illinois  LLC,165,3479.88,129,28655.61,June,6,2025,294,32135.49
Motor Race,Total,"Hawthorne Race Course, Inc.",0,0,1717,45165.83,June,6,2025,1717,45165.83
Motor Race,Total,"HC Aurora, LLC",235,11806.58,2569,40088.32,June,6,2025,2804,51894.9
Motor Race,Total,"HC Joliet, LLC",105,1514.97,50,1321.52,June,6,2025,155,2836.49
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",2915,54510.52,1183,49557.68,June,6,2025,4098,104068.2
Motor Race,Total,Northside Crown Gaming LLC,21,511.85,23,225,June,6,2025,44,736.85
Motor Race,Total,Par-A-Dice Gaming Corporation,2176,23895.6,649,17660.98,June,6,2025,2825,41556.58
Motor Race,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,June,6,2025,0,0
Motor Race,Total,"The Rock Island Boatworks, LLC",27,192,0,0,June,6,2025,27,192
Motor Race,Total,"WALKER'S BLUFF CASINO RESORT, LLC",2215,43421.29,542,11885.26,June,6,2025,2757,55306.55
Other Event,In-Person Wagering,815 Entertainment,610,35025.61,602,47087.24,June,6,2025,1212,82112.85
Other Event,In-Person Wagering,"Alton Casino, LLC",0,0,0,0,June,6,2025,0,0
Other Event,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,June,6,2025,0,0
Other Event,In-Person Wagering,Elgin Riverboat Resort,0,0,0,0,June,6,2025,0,0
Other Event,In-Person Wagering,"Fairmount Park, Inc.",0,0,0,0,June,6,2025,0,0
Other Event,In-Person Wagering,FHR-Illinois  LLC,0,0,0,0,June,6,2025,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,June,6,2025,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,June,6,2025,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,June,6,2025,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,June,6,2025,0,0
Other Event,In-Person Wagering,Northside Crown Gaming LLC,0,0,0,0,June,6,2025,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,June,6,2025,0,0
Other Event,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,June,6,2025,0,0
Other Event,In-Person Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,June,6,2025,0,0
Other Event,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,815 Entertainment,31538,946990.34,121894,5871121,June,6,2025,153432,6818111.34
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,"Fairmount Park, Inc.",0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,FHR-Illinois  LLC,0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,"HC Joliet, LLC",0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,June,6,2025,0,0
Other Event,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,June,6,2025,0,0
Other Event,Total,815 Entertainment,32148,982015.95,122496,5918208.24,June,6,2025,154644,6900224.19
Other Event,Total,"Alton Casino, LLC",0,0,0,0,June,6,2025,0,0
Other Event,Total,"Casino Queen, Inc.",0,0,0,0,June,6,2025,0,0
Other Event,Total,Elgin Riverboat Resort,0,0,0,0,June,6,2025,0,0
Other Event,Total,"Fairmount Park, Inc.",0,0,0,0,June,6,2025,0,0
Other Event,Total,FHR-Illinois  LLC,0,0,0,0,June,6,2025,0,0
Other Event,Total,"Hawthorne Race Course, Inc.",0,0,0,0,June,6,2025,0,0
Other Event,Total,"HC Aurora, LLC",0,0,0,0,June,6,2025,0,0
Other Event,Total,"HC Joliet, LLC",0,0,0,0,June,6,2025,0,0
Other Event,Total,"Midwest Gaming & Entertainment, LLC",0,0,0,0,June,6,2025,0,0
Other Event,Total,Northside Crown Gaming LLC,0,0,0,0,June,6,2025,0,0
Other Event,Total,Par-A-Dice Gaming Corporation,0,0,0,0,June,6,2025,0,0
Other Event,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,June,6,2025,0,0
Other Event,Total,"The Rock Island Boatworks, LLC",0,0,0,0,June,6,2025,0,0
Other Event,Total,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,June,6,2025,0,0
Professional,In-Person Wagering,815 Entertainment,1433,107806.78,2780,429356.67,July,7,2025,4213,537163.45
Professional,In-Person Wagering,"Alton Casino, LLC",7762,778338.67,11249,411469.56,July,7,2025,19011,1189808.23
Professional,In-Person Wagering,"Casino Queen, Inc.",34664,2161266.21,21693,1418336.59,July,7,2025,56357,3579602.8
Professional,In-Person Wagering,Elgin Riverboat Resort,1974,275666.34,8779,367494.46,July,7,2025,10753,643160.8
Professional,In-Person Wagering,"Fairmount Park, Inc.",6878,240199.8,1971,182030.7,July,7,2025,8849,422230.5
Professional,In-Person Wagering,FHR-Illinois  LLC,5561,338328.15,2098,178690.3,July,7,2025,7659,517018.45
Professional,In-Person Wagering,"Hawthorne Race Course, Inc.",11683,1012805.91,7714,470289.58,July,7,2025,19397,1483095.49
Professional,In-Person Wagering,"HC Aurora, LLC",4776,298994.76,6273,366888.17,July,7,2025,11049,665882.93
Professional,In-Person Wagering,"HC Joliet, LLC",4745,344915.65,4044,318733.71,July,7,2025,8789,663649.36
Professional,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",24273,4090762.28,23727,3493495.61,July,7,2025,48000,7584257.89
Professional,In-Person Wagering,Northside Crown Gaming LLC,5116,337904.7,3517,226194.94,July,7,2025,8633,564099.64
Professional,In-Person Wagering,Par-A-Dice Gaming Corporation,4155,245061.22,755,44439.28,July,7,2025,4910,289500.5
Professional,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,July,7,2025,0,0
Professional,In-Person Wagering,"The Rock Island Boatworks, LLC",4915,41420,6568,140523.78,July,7,2025,11483,181943.78
Professional,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,July,7,2025,0,0
Professional,Online Wagering,815 Entertainment,54071,2306523.6,193504,7927366.56,July,7,2025,247575,10233890.16
Professional,Online Wagering,"Alton Casino, LLC",0,0,0,0,July,7,2025,0,0
Professional,Online Wagering,"Casino Queen, Inc.",1490034,75363482.15,4934168,226712476.3,July,7,2025,6424202,302075958.4
Professional,Online Wagering,Elgin Riverboat Resort,204888,14971144.13,274607,21742019.9,July,7,2025,479495,36713164.03
Professional,Online Wagering,"Fairmount Park, Inc.",4457600,96251602.09,3042894,162056508.4,July,7,2025,7500494,258308110.4
Professional,Online Wagering,FHR-Illinois  LLC,14614,3832525.92,11819,3052284.47,July,7,2025,26433,6884810.39
Professional,Online Wagering,"Hawthorne Race Course, Inc.",243720,14418280.82,983359,52461468.75,July,7,2025,1227079,66879749.57
Professional,Online Wagering,"HC Aurora, LLC",88541,4964603.17,374119,17090233.27,July,7,2025,462660,22054836.44
Professional,Online Wagering,"HC Joliet, LLC",0,0,0,0,July,7,2025,0,0
Professional,Online Wagering,"Midwest Gaming & Entertainment, LLC",157812,15800495.72,394446,32418922.72,July,7,2025,552258,48219418.44
Professional,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,July,7,2025,0,0
Professional,Online Wagering,Par-A-Dice Gaming Corporation,330191,19752814.03,484205,28538915.97,July,7,2025,814396,48291730
Professional,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,July,7,2025,0,0
Professional,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,July,7,2025,0,0
Professional,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",163286,5746605.91,829459,28849015.39,July,7,2025,992745,34595621.3
Professional,Total,815 Entertainment,55504,2414330.38,196285,8356723.23,July,7,2025,251789,10771053.61
Professional,Total,"Alton Casino, LLC",7762,778338.67,11249,411469.56,July,7,2025,19011,1189808.23
Professional,Total,"Casino Queen, Inc.",1524698,77524748.36,4955861,228130812.9,July,7,2025,6480559,305655561.2
Professional,Total,Elgin Riverboat Resort,206862,15246810.47,283386,22109514.36,July,7,2025,490248,37356324.83
Professional,Total,"Fairmount Park, Inc.",4464478,96491801.89,3044865,162238539.1,July,7,2025,7509343,258730340.9
Professional,Total,FHR-Illinois  LLC,20175,4170854.07,13917,3230974.77,July,7,2025,34092,7401828.84
Professional,Total,"Hawthorne Race Course, Inc.",255403,15431086.73,991073,52931758.33,July,7,2025,1246476,68362845.06
Professional,Total,"HC Aurora, LLC",93317,5263597.93,380392,17457121.44,July,7,2025,473709,22720719.37
Professional,Total,"HC Joliet, LLC",4745,344915.65,4044,318733.71,July,7,2025,8789,663649.36
Professional,Total,"Midwest Gaming & Entertainment, LLC",182085,19891258,418173,35912418.33,July,7,2025,600258,55803676.33
Professional,Total,Northside Crown Gaming LLC,5116,337904.7,3517,226194.94,July,7,2025,8633,564099.64
Professional,Total,Par-A-Dice Gaming Corporation,334346,19997875.25,484960,28583355.25,July,7,2025,819306,48581230.5
Professional,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,July,7,2025,0,0
Professional,Total,"The Rock Island Boatworks, LLC",4915,41420,6568,140523.78,July,7,2025,11483,181943.78
Professional,Total,"WALKER'S BLUFF CASINO RESORT, LLC",163286,5746605.91,829459,28849015.39,July,7,2025,992745,34595621.3
College,In-Person Wagering,815 Entertainment,8,225.12,17,321.55,July,7,2025,25,546.67
College,In-Person Wagering,"Alton Casino, LLC",21,1965,1,10,July,7,2025,22,1975
College,In-Person Wagering,"Casino Queen, Inc.",97,8726.5,134,24196.34,July,7,2025,231,32922.84
College,In-Person Wagering,Elgin Riverboat Resort,5,199.6,39,5564.17,July,7,2025,44,5763.77
College,In-Person Wagering,"Fairmount Park, Inc.",52,3187.75,0,0,July,7,2025,52,3187.75
College,In-Person Wagering,FHR-Illinois  LLC,5,371,25,7037,July,7,2025,30,7408
College,In-Person Wagering,"Hawthorne Race Course, Inc.",7,984.8,16,550,July,7,2025,23,1534.8
College,In-Person Wagering,"HC Aurora, LLC",31,659.2,7,112,July,7,2025,38,771.2
College,In-Person Wagering,"HC Joliet, LLC",8,723.06,1,20,July,7,2025,9,743.06
College,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",86,5869.03,19,3228,July,7,2025,105,9097.03
College,In-Person Wagering,Northside Crown Gaming LLC,10,732,51,5227,July,7,2025,61,5959
College,In-Person Wagering,Par-A-Dice Gaming Corporation,17,812,0,0,July,7,2025,17,812
College,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,July,7,2025,0,0
College,In-Person Wagering,"The Rock Island Boatworks, LLC",102,853.51,18,900,July,7,2025,120,1753.51
College,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,July,7,2025,0,0
College,Online Wagering,815 Entertainment,124,4357.63,91,1208.88,July,7,2025,215,5566.51
College,Online Wagering,"Alton Casino, LLC",0,0,0,0,July,7,2025,0,0
College,Online Wagering,"Casino Queen, Inc.",777,34227.33,5926,230627.76,July,7,2025,6703,264855.09
College,Online Wagering,Elgin Riverboat Resort,167,15952.35,726,26356.71,July,7,2025,893,42309.06
College,Online Wagering,"Fairmount Park, Inc.",3220,180389.74,0,0,July,7,2025,3220,180389.74
College,Online Wagering,FHR-Illinois  LLC,80,13636.96,152,96834.06,July,7,2025,232,110471.02
College,Online Wagering,"Hawthorne Race Course, Inc.",144,17815.52,276,5706.4,July,7,2025,420,23521.92
College,Online Wagering,"HC Aurora, LLC",211,7544.8,702,24979.32,July,7,2025,913,32524.12
College,Online Wagering,"HC Joliet, LLC",0,0,0,0,July,7,2025,0,0
College,Online Wagering,"Midwest Gaming & Entertainment, LLC",624,19568.53,99,1648.75,July,7,2025,723,21217.28
College,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,July,7,2025,0,0
College,Online Wagering,Par-A-Dice Gaming Corporation,200,17507.56,446,20742.79,July,7,2025,646,38250.35
College,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,July,7,2025,0,0
College,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,July,7,2025,0,0
College,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",147,6344.02,191,15760.82,July,7,2025,338,22104.84
College,Total,815 Entertainment,132,4582.75,108,1530.43,July,7,2025,240,6113.18
College,Total,"Alton Casino, LLC",21,1965,1,10,July,7,2025,22,1975
College,Total,"Casino Queen, Inc.",874,42953.83,6060,254824.1,July,7,2025,6934,297777.93
College,Total,Elgin Riverboat Resort,172,16151.95,765,31920.88,July,7,2025,937,48072.83
College,Total,"Fairmount Park, Inc.",3272,183577.49,0,0,July,7,2025,3272,183577.49
College,Total,FHR-Illinois  LLC,85,14007.96,177,103871.06,July,7,2025,262,117879.02
College,Total,"Hawthorne Race Course, Inc.",151,18800.32,292,6256.4,July,7,2025,443,25056.72
College,Total,"HC Aurora, LLC",242,8204,709,25091.32,July,7,2025,951,33295.32
College,Total,"HC Joliet, LLC",8,723.06,1,20,July,7,2025,9,743.06
College,Total,"Midwest Gaming & Entertainment, LLC",710,25437.56,118,4876.75,July,7,2025,828,30314.31
College,Total,Northside Crown Gaming LLC,10,732,51,5227,July,7,2025,61,5959
College,Total,Par-A-Dice Gaming Corporation,217,18319.56,446,20742.79,July,7,2025,663,39062.35
College,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,July,7,2025,0,0
College,Total,"The Rock Island Boatworks, LLC",102,853.51,18,900,July,7,2025,120,1753.51
College,Total,"WALKER'S BLUFF CASINO RESORT, LLC",147,6344.02,191,15760.82,July,7,2025,338,22104.84
Motor Race,In-Person Wagering,815 Entertainment,1,5,114,4980,July,7,2025,115,4985
Motor Race,In-Person Wagering,"Alton Casino, LLC",106,8872.35,20,935,July,7,2025,126,9807.35
Motor Race,In-Person Wagering,"Casino Queen, Inc.",68,1049.66,42,239.08,July,7,2025,110,1288.74
Motor Race,In-Person Wagering,Elgin Riverboat Resort,15,112.09,15,2732.2,July,7,2025,30,2844.29
Motor Race,In-Person Wagering,"Fairmount Park, Inc.",57,434.25,0,0,July,7,2025,57,434.25
Motor Race,In-Person Wagering,FHR-Illinois  LLC,23,332.25,6,34,July,7,2025,29,366.25
Motor Race,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,103,1876.96,July,7,2025,103,1876.96
Motor Race,In-Person Wagering,"HC Aurora, LLC",18,205,2,25,July,7,2025,20,230
Motor Race,In-Person Wagering,"HC Joliet, LLC",79,1239.25,49,499,July,7,2025,128,1738.25
Motor Race,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",47,4036.01,36,2512,July,7,2025,83,6548.01
Motor Race,In-Person Wagering,Northside Crown Gaming LLC,31,179,9,381,July,7,2025,40,560
Motor Race,In-Person Wagering,Par-A-Dice Gaming Corporation,17,140,1,20,July,7,2025,18,160
Motor Race,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,July,7,2025,0,0
Motor Race,In-Person Wagering,"The Rock Island Boatworks, LLC",32,810,3,210,July,7,2025,35,1020
Motor Race,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,July,7,2025,0,0
Motor Race,Online Wagering,815 Entertainment,64,3658.24,1020,24001.57,July,7,2025,1084,27659.81
Motor Race,Online Wagering,"Alton Casino, LLC",0,0,0,0,July,7,2025,0,0
Motor Race,Online Wagering,"Casino Queen, Inc.",15513,279181.43,8902,122360.77,July,7,2025,24415,401542.2
Motor Race,Online Wagering,Elgin Riverboat Resort,1973,28377.64,1604,45879.68,July,7,2025,3577,74257.32
Motor Race,Online Wagering,"Fairmount Park, Inc.",12039,141192.41,2536,73958.24,July,7,2025,14575,215150.65
Motor Race,Online Wagering,FHR-Illinois  LLC,156,3411.11,132,29533.9,July,7,2025,288,32945.01
Motor Race,Online Wagering,"Hawthorne Race Course, Inc.",0,0,1607,32210.89,July,7,2025,1607,32210.89
Motor Race,Online Wagering,"HC Aurora, LLC",254,8689.23,2761,55577.79,July,7,2025,3015,64267.02
Motor Race,Online Wagering,"HC Joliet, LLC",0,0,0,0,July,7,2025,0,0
Motor Race,Online Wagering,"Midwest Gaming & Entertainment, LLC",2457,58806.29,1097,30615.43,July,7,2025,3554,89421.72
Motor Race,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,July,7,2025,0,0
Motor Race,Online Wagering,Par-A-Dice Gaming Corporation,1726,24031.91,650,12834.99,July,7,2025,2376,36866.9
Motor Race,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,July,7,2025,0,0
Motor Race,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,July,7,2025,0,0
Motor Race,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",2315,62340.17,591,20936.27,July,7,2025,2906,83276.44
Motor Race,Total,815 Entertainment,64,3663.24,1134,28981.57,July,7,2025,1198,32644.81
Motor Race,Total,"Alton Casino, LLC",106,8872.35,20,935,July,7,2025,126,9807.35
