detail_type,location_type,licensee,baseball,basketball,boxing_mma,football,golf,hockey,soccer,tennis,parlay,other_sport,motor_race_event,motor_race_parlay,other_event,other_event_parlay,month,numerical_month,year
Handle Details,Total,"The Rock Island Boatworks, LLC",41463.68,8279,2625,24358.96,1107,20,498.34,1434.2,15045.47,0,1113,0,0,0,August,8,2025
Handle Details,Total,"WALKER'S BLUFF CASINO RESORT, LLC",7934844.73,4609195.64,351436.06,2424924.74,372280.07,20008.83,6290904.98,4785707.71,13398001.54,4022420.89,61126.62,7155.42,0,0,August,8,2025
Wager Details,In-Person Wagering,815 Entertainment,789,12,0,3102,0,7,104,0,6477.98,0,97,0,476,220.01,September,9,2025
Wager Details,In-Person Wagering,"Alton Casino, LLC",7457,1545,475,22766,417,71,1544,269,3588,6,121,0,0,0,September,9,2025
Wager Details,In-Person Wagering,"Casino Queen, Inc.",4131,1154,1017,11742,301,155,424,424,85778,45,164,0,0,0,September,9,2025
Wager Details,In-Person Wagering,Elgin Riverboat Resort,1020,444,79,3699,38,62,996,174,15463,2,19,0,0,0,September,9,2025
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",950,104,137,2815,182,64,207,205,13646,58,100,0,0,0,September,9,2025
Wager Details,In-Person Wagering,FHR-Illinois  LLC,868,70,143,3038,14,19,33,32,6014,142,5,0,0,0,September,9,2025
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",3017,751,89,7952,287,55,185,147,21274,45,90,0,0,0,September,9,2025
Wager Details,In-Person Wagering,"HC Aurora, LLC",2996,201,128,5701,51,17,3916,169,1634,22,11,0,0,0,September,9,2025
Wager Details,In-Person Wagering,"HC Joliet, LLC",4099,262,155,9835,97,38,1009,156,1415,25,104,0,0,0,September,9,2025
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",6063,1452,710,13436,152,148,5352,3114,37679,1217,60,0,0,0,September,9,2025
Wager Details,In-Person Wagering,Northside Crown Gaming LLC,1998,248,158,2751,84,5,362,109,6755,33,20,0,0,0,September,9,2025
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,911,95,13,1583,101,3,21,12,6380,29,31,0,0,0,September,9,2025
Wager Details,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Wager Details,In-Person Wagering,"The Rock Island Boatworks, LLC",4140,577,211,8846,11,12,162,194,6602,20,14,0,0,0,September,9,2025
Wager Details,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Wager Details,Online Wagering,815 Entertainment,63765,39,0,120832,0,469,9323,0,249476.4,0,535,10.98,92895,50178.61,September,9,2025
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Wager Details,Online Wagering,"Casino Queen, Inc.",994128,206899,158735,2591933,64886,13529,235781,344359,6144138,489013,10237,0,0,0,September,9,2025
Wager Details,Online Wagering,Elgin Riverboat Resort,67860,18511,4868,172171,4632,772,26742,29526,368597,27865,1612,0,0,0,September,9,2025
Wager Details,Online Wagering,"Fairmount Park, Inc.",499286,224766,60927,1944299,44981,9257,184714,226132,7529726,253209,5859,0,0,0,September,9,2025
Wager Details,Online Wagering,FHR-Illinois  LLC,9025,1122,694,20261,403,54,1007,446,6582,1004,96,0,0,0,September,9,2025
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",130017,75467,15823,293728,6996,1565,69152,99207,1308472,115367,769,0,0,0,September,9,2025
Wager Details,Online Wagering,"HC Aurora, LLC",73363,19279,8688,228116,4649,1852,20943,33567,463553,52191,1419,0,0,0,September,9,2025
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",77531,22625,7180,196660,7230,1329,52622,56362,357104,36387,1857,0,0,0,September,9,2025
Wager Details,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,89915,25294,3100,236052,5031,1636,35088,37105,637652,62371,968,0,0,0,September,9,2025
Wager Details,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Wager Details,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Wager Details,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",120907,66200,11705,242078,4853,1968,98806,54461.5,1021689.07,71254,1433,179.92,0,0,September,9,2025
Wager Details,Total,815 Entertainment,64554,51,0,123934,0,476,9427,0,255954.38,0,632,10.98,93371,50398.62,September,9,2025
Wager Details,Total,"Alton Casino, LLC",7457,1545,475,22766,417,71,1544,269,3588,6,121,0,0,0,September,9,2025
Wager Details,Total,"Casino Queen, Inc.",998259,208053,159752,2603675,65187,13684,236205,344783,6229916,489058,10401,0,0,0,September,9,2025
Wager Details,Total,Elgin Riverboat Resort,68880,18955,4947,175870,4670,834,27738,29700,384060,27867,1631,0,0,0,September,9,2025
Wager Details,Total,"Fairmount Park, Inc.",500236,224870,61064,1947114,45163,9321,184921,226337,7543372,253267,5959,0,0,0,September,9,2025
Wager Details,Total,FHR-Illinois  LLC,9893,1192,837,23299,417,73,1040,478,12596,1146,101,0,0,0,September,9,2025
Wager Details,Total,"Hawthorne Race Course, Inc.",133034,76218,15912,301680,7283,1620,69337,99354,1329746,115412,859,0,0,0,September,9,2025
Wager Details,Total,"HC Aurora, LLC",76359,19480,8816,233817,4700,1869,24859,33736,465187,52213,1430,0,0,0,September,9,2025
Wager Details,Total,"HC Joliet, LLC",4099,262,155,9835,97,38,1009,156,1415,25,104,0,0,0,September,9,2025
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",83594,24077,7890,210096,7382,1477,57974,59476,394783,37604,1917,0,0,0,September,9,2025
Wager Details,Total,Northside Crown Gaming LLC,1998,248,158,2751,84,5,362,109,6755,33,20,0,0,0,September,9,2025
Wager Details,Total,Par-A-Dice Gaming Corporation,90826,25389,3113,237635,5132,1639,35109,37117,644032,62400,999,0,0,0,September,9,2025
Wager Details,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Wager Details,Total,"The Rock Island Boatworks, LLC",4140,577,211,8846,11,12,162,194,6602,20,14,0,0,0,September,9,2025
Wager Details,Total,"WALKER'S BLUFF CASINO RESORT, LLC",120907,66200,11705,242078,4853,1968,98806,54461.5,1021689.07,71254,1433,179.92,0,0,September,9,2025
Handle Details,In-Person Wagering,815 Entertainment,103191.46,288,0,446311.8,0,61.97,23433.29,0,313483.03,0,2470,0,122854.72,30324.43,September,9,2025
Handle Details,In-Person Wagering,"Alton Casino, LLC",737802.41,62118.56,55248.14,2115755.08,12902.44,3202.98,14555.73,32175.27,118302.09,229,6024.73,0,0,0,September,9,2025
Handle Details,In-Person Wagering,"Casino Queen, Inc.",478375.96,819810.69,104260.66,2624476.87,29433.74,25682.56,69763.02,35561.45,4015674.78,2640.53,2071.97,0,0,0,September,9,2025
Handle Details,In-Person Wagering,Elgin Riverboat Resort,147123.44,31922.41,19119.5,512565.84,1733,4823.87,89450.28,18419.85,491151.69,440,1509,0,0,0,September,9,2025
Handle Details,In-Person Wagering,"Fairmount Park, Inc.",68465.5,10177.75,20788.25,304228.5,5325.5,3531,11523.25,15483.25,458093.74,9171.01,1040,0,0,0,September,9,2025
Handle Details,In-Person Wagering,FHR-Illinois  LLC,302533.15,32235.9,19374.2,785007.35,605,5800,5084.8,18666.85,415584.25,116943.6,105,0,0,0,September,9,2025
Handle Details,In-Person Wagering,"Hawthorne Race Course, Inc.",366888.1,84036.07,11776.59,1009561.89,13822.58,686,44678.71,11000.77,947557.36,11553,1960.7,0,0,0,September,9,2025
Handle Details,In-Person Wagering,"HC Aurora, LLC",207428.46,13789.12,17561.03,1232049.51,3662.5,1225,84592.91,15663.74,55925.73,2872.75,4226.02,0,0,0,September,9,2025
Handle Details,In-Person Wagering,"HC Joliet, LLC",272486.12,17837.68,31817.76,1050872.62,12255.75,1860.88,27059.07,8039.38,66086.38,1204.19,5653.28,0,0,0,September,9,2025
Handle Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",1739536.61,337827.33,207040.09,3976208.05,13871.53,35055.38,1187377.52,1267504.04,2958052.14,180712.87,10043.06,0,0,0,September,9,2025
Handle Details,In-Person Wagering,Northside Crown Gaming LLC,175983.72,8806.69,23755.59,380216.72,4179.15,360,9196.17,24661.28,291747.44,5228.32,877,0,0,0,September,9,2025
Handle Details,In-Person Wagering,Par-A-Dice Gaming Corporation,87281.5,9060.25,2015,248076,4547,100,291.75,854,257795.74,7253.51,1030,0,0,0,September,9,2025
Handle Details,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Handle Details,In-Person Wagering,"The Rock Island Boatworks, LLC",27571.8,4516.59,6623.01,125544,525,654,1702.83,1071,18778.48,11653.84,295,0,0,0,September,9,2025
Handle Details,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Handle Details,Online Wagering,815 Entertainment,3554081.37,3296.15,0,7703455.14,0,28968.99,544906.95,0,7106126.91,0,8741.28,125.79,6054151.17,1600614.49,September,9,2025
Handle Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Handle Details,Online Wagering,"Casino Queen, Inc.",68457871.23,17439632.46,6879721.54,163442523.2,3735985.84,928262.46,15364702.95,32596732.47,158387026.2,40384591.9,206963.05,0,0,0,September,9,2025
Handle Details,Online Wagering,Elgin Riverboat Resort,8357038.95,3496314.36,286623.8,20642510.42,270453.2,70768.21,2867276.84,4782652.17,14204077.96,3401984.54,31525.91,0,0,0,September,9,2025
Handle Details,Online Wagering,"Fairmount Park, Inc.",37631914.24,23119664.96,2314582.88,105852672,2049612.82,852562.37,14741004.87,44795448.09,153670801,31993272.91,90900.26,0,0,0,September,9,2025
Handle Details,Online Wagering,FHR-Illinois  LLC,3131996.69,354225.11,411502.47,7682830.18,111495.88,13628.74,202022.95,132074.67,597844.68,494423.23,37115.82,0,0,0,September,9,2025
Handle Details,Online Wagering,"Hawthorne Race Course, Inc.",13809233.35,7089307.89,861688.39,30393335.18,1064130.3,127416.38,3883137.99,11528901.91,41913623.68,8163286.6,14386.43,0,0,0,September,9,2025
Handle Details,Online Wagering,"HC Aurora, LLC",4639841.33,1781893.63,315502.19,12489126.15,213473.93,127770.84,1181360.64,2758860.34,10350466.86,4734611.93,35268.63,0,0,0,September,9,2025
Handle Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Handle Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",11831665.18,2832883.59,584714.26,24549132.22,316967.78,117670.98,9791773.33,6746667.04,16808386.32,3905223.98,50086.53,0,0,0,September,9,2025
Handle Details,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Handle Details,Online Wagering,Par-A-Dice Gaming Corporation,8259678.67,3242874.11,423020.01,18832784.39,288924.06,184327.74,3194733.69,4507233.56,18615939.21,7978691.32,16759.67,0,0,0,September,9,2025
Handle Details,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Handle Details,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Handle Details,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",5814661.54,4356388.11,700825.12,12097929.27,170506.44,143004.66,6705847.23,4209564.77,22498180.95,7084134.9,42049.44,7423.7,0,0,September,9,2025
Handle Details,Total,815 Entertainment,3657272.83,3584.15,0,8149766.94,0,29030.96,568340.24,0,7419609.94,0,11211.28,125.79,6177005.89,1630938.92,September,9,2025
Handle Details,Total,"Alton Casino, LLC",737802.41,62118.56,55248.14,2115755.08,12902.44,3202.98,14555.73,32175.27,118302.09,229,6024.73,0,0,0,September,9,2025
Handle Details,Total,"Casino Queen, Inc.",68936247.19,18259443.15,6983982.2,166067000.1,3765419.58,953945.02,15434465.97,32632293.92,162402701,40387232.43,209035.02,0,0,0,September,9,2025
Handle Details,Total,Elgin Riverboat Resort,8504162.39,3528236.77,305743.3,21155076.26,272186.2,75592.08,2956727.12,4801072.02,14695229.65,3402424.54,33034.91,0,0,0,September,9,2025
Handle Details,Total,"Fairmount Park, Inc.",37700379.74,23129842.71,2335371.13,106156900.5,2054938.32,856093.37,14752528.12,44810931.34,154128894.7,32002443.92,91940.26,0,0,0,September,9,2025
Handle Details,Total,FHR-Illinois  LLC,3434529.84,386461.01,430876.67,8467837.53,112100.88,19428.74,207107.75,150741.52,1013428.93,611366.83,37220.82,0,0,0,September,9,2025
Handle Details,Total,"Hawthorne Race Course, Inc.",14176121.45,7173343.96,873464.98,31402897.07,1077952.88,128102.38,3927816.7,11539902.68,42861181.04,8174839.6,16347.13,0,0,0,September,9,2025
Handle Details,Total,"HC Aurora, LLC",4847269.79,1795682.75,333063.22,13721175.66,217136.43,128995.84,1265953.55,2774524.08,10406392.59,4737484.68,39494.65,0,0,0,September,9,2025
Handle Details,Total,"HC Joliet, LLC",272486.12,17837.68,31817.76,1050872.62,12255.75,1860.88,27059.07,8039.38,66086.38,1204.19,5653.28,0,0,0,September,9,2025
Handle Details,Total,"Midwest Gaming & Entertainment, LLC",13571201.79,3170710.92,791754.35,28525340.27,330839.31,152726.36,10979150.85,8014171.08,19766438.46,4085936.85,60129.59,0,0,0,September,9,2025
Handle Details,Total,Northside Crown Gaming LLC,175983.72,8806.69,23755.59,380216.72,4179.15,360,9196.17,24661.28,291747.44,5228.32,877,0,0,0,September,9,2025
Handle Details,Total,Par-A-Dice Gaming Corporation,8346960.17,3251934.36,425035.01,19080860.39,293471.06,184427.74,3195025.44,4508087.56,18873734.95,7985944.83,17789.67,0,0,0,September,9,2025
Handle Details,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,9,2025
Handle Details,Total,"The Rock Island Boatworks, LLC",27571.8,4516.59,6623.01,125544,525,654,1702.83,1071,18778.48,11653.84,295,0,0,0,September,9,2025
Handle Details,Total,"WALKER'S BLUFF CASINO RESORT, LLC",5814661.54,4356388.11,700825.12,12097929.27,170506.44,143004.66,6705847.23,4209564.77,22498180.95,7084134.9,42049.44,7423.7,0,0,September,9,2025
Wager Details,In-Person Wagering,815 Entertainment,799,422,0,2815,0,191,84,0,7823.04,0,76,0,543,190.96,October,10,2025
Wager Details,In-Person Wagering,"Alton Casino, LLC",2582,3660,190,23324,413,1520,2180,259,5211,0,148,0,0,0,October,10,2025
Wager Details,In-Person Wagering,"Casino Queen, Inc.",4177,2434,216,11139,158,1713,367,385,89361,38,65,0,0,0,October,10,2025
Wager Details,In-Person Wagering,Elgin Riverboat Resort,946,628,21,3785,29,198,648,56,15741,0,22,0,0,0,October,10,2025
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",930,258,127,3044,162,376,34,135,15796,157,70,0,0,0,October,10,2025
Wager Details,In-Person Wagering,FHR-Illinois  LLC,882,261,12,2612,30,118,26,6,5780,123,9,0,0,0,October,10,2025
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",2481,1522,85,8356,205,744,144,202,22614,38,89,0,0,0,October,10,2025
Wager Details,In-Person Wagering,"HC Aurora, LLC",1220,929,57,5627,28,330,4052,520,2515,18,15,0,0,0,October,10,2025
Wager Details,In-Person Wagering,"HC Joliet, LLC",2311,1026,154,10391,73,577,906,118,2186,20,119,0,0,0,October,10,2025
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",4368,3375,526,13521,178,1820,4088,4656,41681,1094,55,0,0,0,October,10,2025
Wager Details,In-Person Wagering,Northside Crown Gaming LLC,1370,607,132,2235,19,264,398,61,6669,45,2,0,0,0,October,10,2025
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,495,228,22,1793,83,74,27,5,7273,118,51,0,0,0,October,10,2025
Wager Details,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Wager Details,In-Person Wagering,"The Rock Island Boatworks, LLC",884,1769,166,8767,1,189,145,363,6891,59,30,0,0,0,October,10,2025
Wager Details,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Wager Details,Online Wagering,815 Entertainment,27914,66525,0,139632,0,12270,10342,0,300200.78,0,846,72.34,107232,50135.88,October,10,2025
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Wager Details,Online Wagering,"Casino Queen, Inc.",730269,704196,102423,2196596,18927,177704,225669,346078,6254990,485894,10892,0,0,0,October,10,2025
Wager Details,Online Wagering,Elgin Riverboat Resort,53210,50481,3839,160257,2033,16877,30493,50240,426534,27096,1934,0,0,0,October,10,2025
Wager Details,Online Wagering,"Fairmount Park, Inc.",482101,693225,1646,1772369,10102,117750,199407,225209,9737033,278713,6431,0,0,0,October,10,2025
Wager Details,Online Wagering,FHR-Illinois  LLC,5145,2692,772,19059,226,2459,870,624,6291,1111,120,0,0,0,October,10,2025
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",95901,170718,14716,301308,3548,37698,66060,116563,1536947,122605,963,0,0,0,October,10,2025
Wager Details,Online Wagering,"HC Aurora, LLC",58687,56140,7920,233575,1458,25851,21357,38655,570255,57650,2065,0,0,0,October,10,2025
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",62651,56836,5637,177128,3091,21649,50286,46257,352511,31795,1624,0,0,0,October,10,2025
Wager Details,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,73896,80566,6596,230963,1579,30718,34870,37254,697186,52866,1294,0,0,0,October,10,2025
Wager Details,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Wager Details,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Wager Details,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",77136,135193,8022,220833.5,2259,26584,103058,54419,1227993.61,66068.5,1870,353.89,39,0,October,10,2025
Wager Details,Total,815 Entertainment,28713,66947,0,142447,0,12461,10426,0,308023.82,0,922,72.34,107775,50326.84,October,10,2025
Wager Details,Total,"Alton Casino, LLC",2582,3660,190,23324,413,1520,2180,259,5211,0,148,0,0,0,October,10,2025
Wager Details,Total,"Casino Queen, Inc.",734446,706630,102639,2207735,19085,179417,226036,346463,6344351,485932,10957,0,0,0,October,10,2025
Wager Details,Total,Elgin Riverboat Resort,54156,51109,3860,164042,2062,17075,31141,50296,442275,27096,1956,0,0,0,October,10,2025
Wager Details,Total,"Fairmount Park, Inc.",483031,693483,1773,1775413,10264,118126,199441,225344,9752829,278870,6501,0,0,0,October,10,2025
Wager Details,Total,FHR-Illinois  LLC,6027,2953,784,21671,256,2577,896,630,12071,1234,129,0,0,0,October,10,2025
Wager Details,Total,"Hawthorne Race Course, Inc.",98382,172240,14801,309664,3753,38442,66204,116765,1559561,122643,1052,0,0,0,October,10,2025
Wager Details,Total,"HC Aurora, LLC",59907,57069,7977,239202,1486,26181,25409,39175,572770,57668,2080,0,0,0,October,10,2025
Wager Details,Total,"HC Joliet, LLC",2311,1026,154,10391,73,577,906,118,2186,20,119,0,0,0,October,10,2025
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",67019,60211,6163,190649,3269,23469,54374,50913,394192,32889,1679,0,0,0,October,10,2025
Wager Details,Total,Northside Crown Gaming LLC,1370,607,132,2235,19,264,398,61,6669,45,2,0,0,0,October,10,2025
Wager Details,Total,Par-A-Dice Gaming Corporation,74391,80794,6618,232756,1662,30792,34897,37259,704459,52984,1345,0,0,0,October,10,2025
Wager Details,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Wager Details,Total,"The Rock Island Boatworks, LLC",884,1769,166,8767,1,189,145,363,6891,59,30,0,0,0,October,10,2025
Wager Details,Total,"WALKER'S BLUFF CASINO RESORT, LLC",77136,135193,8022,220833.5,2259,26584,103058,54419,1227993.61,66068.5,1870,353.89,39,0,October,10,2025
Handle Details,In-Person Wagering,815 Entertainment,99584.97,47125.81,0,493835.73,0,42257.63,24510.34,0,451656.76,0,2250,0,144475.32,35591.4,October,10,2025
Handle Details,In-Person Wagering,"Alton Casino, LLC",498089.08,241851.18,9211.35,2251966.75,8778.71,122585.16,24796.66,27493.87,201069.1,0,7525.04,0,0,0,October,10,2025
Handle Details,In-Person Wagering,"Casino Queen, Inc.",528430.92,271575.5,94198.58,1900664.23,30146.64,222719.18,49418.07,21078.8,3934806.31,2655.07,771.43,0,0,0,October,10,2025
Handle Details,In-Person Wagering,Elgin Riverboat Resort,167436.84,87954.77,2457,498965.36,1681,37541.67,45790.26,3483.65,453819.38,0,1459,0,0,0,October,10,2025
Handle Details,In-Person Wagering,"Fairmount Park, Inc.",80364,29333,12037.75,372501.5,2644.5,35851.5,3331.5,5452.25,487884.98,17472.25,635,0,0,0,October,10,2025
Handle Details,In-Person Wagering,FHR-Illinois  LLC,177881.7,138269.1,3049,738044.9,1310.3,6225.15,11334,927,400211.45,32949.55,220,0,0,0,October,10,2025
Handle Details,In-Person Wagering,"Hawthorne Race Course, Inc.",349186,183529.21,6283.15,941118.38,2152,40298.63,38628.75,13063.39,1048368.47,5201.77,895,0,0,0,October,10,2025
Handle Details,In-Person Wagering,"HC Aurora, LLC",123528.31,91571.02,5919.92,676490.89,143,36037.83,87496.77,22818.3,111620.64,1907.2,383.37,0,0,0,October,10,2025
Handle Details,In-Person Wagering,"HC Joliet, LLC",223594.97,152780.64,12350.98,1228654.38,1099,28882.61,22849.11,10679.9,159467.78,2494.95,2458,0,0,0,October,10,2025
Handle Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",1068758.1,912792.68,111906.39,4218869.93,4935.84,746527.19,815777.92,2500802.83,3351806.1,200686.93,5847.06,0,0,0,October,10,2025
Handle Details,In-Person Wagering,Northside Crown Gaming LLC,191777.06,60997.87,5669.54,316498.68,1291.98,22376.36,7164.25,16268.57,350654.46,5809.59,15,0,0,0,October,10,2025
Handle Details,In-Person Wagering,Par-A-Dice Gaming Corporation,64298,35569.5,1430,355143.5,1455,7250.5,1718,880.25,353554.25,21119.01,1985,0,0,0,October,10,2025
Handle Details,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Handle Details,In-Person Wagering,"The Rock Island Boatworks, LLC",14265.5,14849.84,2875,76522.95,10,954,595.7,1450,15191.73,20491.34,659,0,0,0,October,10,2025
Handle Details,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Handle Details,Online Wagering,815 Entertainment,2265186.49,2794498.09,0,8927181.47,0,836774.84,684793.6,0,9143838.63,0,21156.55,1273.98,6989132.08,2388689.97,October,10,2025
Handle Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Handle Details,Online Wagering,"Casino Queen, Inc.",45410645.88,58628544.86,5232051.84,157233899.8,1316531.42,13176707.63,15092575.44,33300958.46,186927333.7,46852890.68,223463.42,0,0,0,October,10,2025
Handle Details,Online Wagering,Elgin Riverboat Resort,4810195.76,7534466.97,292243.44,19272945.72,123468.59,1677712.54,2784812.64,6244523.93,16683871.25,3121317.77,45296.58,0,0,0,October,10,2025
Handle Details,Online Wagering,"Fairmount Park, Inc.",27445671.79,60424325.36,103719.47,106029377.6,603536.11,8196963.82,14111225.11,37628981.04,199333526,39960760.49,113087.35,0,0,0,October,10,2025
Handle Details,Online Wagering,FHR-Illinois  LLC,1395595.39,945566.27,347135.16,6799541.76,21899.06,638483.37,198734.39,235620.17,624737.73,494457.8,10655.91,0,0,0,October,10,2025
Handle Details,Online Wagering,"Hawthorne Race Course, Inc.",7068810.04,14548889.87,691478.05,25583964.54,552291.82,2047880.12,3192210.08,12251839.89,44308864.36,7696406.73,16885.86,0,0,0,October,10,2025
Handle Details,Online Wagering,"HC Aurora, LLC",4706868,6497552.44,270742.26,15901641.43,42858.86,1353863.83,1337236.89,2869717.68,13448216.9,5965866.11,49909.37,0,0,0,October,10,2025
Handle Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Handle Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",10809692.93,8652693.83,385036.38,28077870.76,138732.78,1811813.82,7641129.52,6978980.32,18134866.2,3508794.53,41489.69,0,0,0,October,10,2025
Handle Details,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Handle Details,Online Wagering,Par-A-Dice Gaming Corporation,6417032.04,9610104.47,463500.08,21041289.14,82309.96,2525626.16,3165667.67,4944664.64,21067331.15,6683325.36,17618.52,0,0,0,October,10,2025
Handle Details,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Handle Details,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Handle Details,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",4612328.09,8872543.19,674346.33,13410427.92,77045.47,1186653.45,6706490.65,3204453.18,26271709.8,4383653.16,39585.63,8320.9,375.77,0,October,10,2025
Handle Details,Total,815 Entertainment,2364771.46,2841623.9,0,9421017.2,0,879032.47,709303.94,0,9595495.39,0,23406.55,1273.98,7133607.4,2424281.37,October,10,2025
Handle Details,Total,"Alton Casino, LLC",498089.08,241851.18,9211.35,2251966.75,8778.71,122585.16,24796.66,27493.87,201069.1,0,7525.04,0,0,0,October,10,2025
Handle Details,Total,"Casino Queen, Inc.",45939076.8,58900120.36,5326250.42,159134564.1,1346678.06,13399426.81,15141993.51,33322037.26,190862140,46855545.75,224234.85,0,0,0,October,10,2025
Handle Details,Total,Elgin Riverboat Resort,4977632.6,7622421.74,294700.44,19771911.08,125149.59,1715254.21,2830602.9,6248007.58,17137690.63,3121317.77,46755.58,0,0,0,October,10,2025
Handle Details,Total,"Fairmount Park, Inc.",27526035.79,60453658.36,115757.22,106401879.1,606180.61,8232815.32,14114556.61,37634433.29,199821410.9,39978232.74,113722.35,0,0,0,October,10,2025
Handle Details,Total,FHR-Illinois  LLC,1573477.09,1083835.37,350184.16,7537586.66,23209.36,644708.52,210068.39,236547.17,1024949.18,527407.35,10875.91,0,0,0,October,10,2025
Handle Details,Total,"Hawthorne Race Course, Inc.",7417996.04,14732419.08,697761.2,26525082.92,554443.82,2088178.75,3230838.83,12264903.28,45357232.83,7701608.5,17780.86,0,0,0,October,10,2025
